Open,Store,DayOfWeek,Promo,Year,Month,Day,Sales
1,1097,2,0,2013,1,1,5961
1,948,2,0,2013,1,1,4491
1,769,2,0,2013,1,1,5035
1,733,2,0,2013,1,1,10765
1,682,2,0,2013,1,1,3375
1,676,2,0,2013,1,1,3821
1,562,2,0,2013,1,1,8498
1,530,2,0,2013,1,1,2907
1,512,2,0,2013,1,1,2646
1,494,2,0,2013,1,1,3113
1,423,2,0,2013,1,1,9643
1,353,2,0,2013,1,1,3139
1,335,2,0,2013,1,1,2401
1,274,2,0,2013,1,1,3102
1,262,2,0,2013,1,1,17267
1,259,2,0,2013,1,1,6851
1,85,2,0,2013,1,1,4220
1,1115,3,0,2013,1,2,3697
1,1114,3,0,2013,1,2,20642
1,1113,3,0,2013,1,2,6218
1,1112,3,0,2013,1,2,10797
1,1111,3,0,2013,1,2,5097
1,1110,3,0,2013,1,2,4126
1,1109,3,0,2013,1,2,4576
1,1108,3,0,2013,1,2,6220
1,1107,3,0,2013,1,2,3955
1,1106,3,0,2013,1,2,5099
1,1105,3,0,2013,1,2,2814
1,1104,3,0,2013,1,2,4161
1,1103,3,0,2013,1,2,3154
1,1102,3,0,2013,1,2,6676
1,1101,3,0,2013,1,2,8587
1,1100,3,0,2013,1,2,4343
1,1099,3,0,2013,1,2,11883
1,1098,3,0,2013,1,2,5819
1,1097,3,0,2013,1,2,6688
1,1096,3,0,2013,1,2,4330
1,1095,3,0,2013,1,2,3927
1,1094,3,0,2013,1,2,5330
1,1093,3,0,2013,1,2,7765
1,1092,3,0,2013,1,2,11054
1,1091,3,0,2013,1,2,6448
1,1090,3,0,2013,1,2,5642
1,1089,3,0,2013,1,2,9048
1,1088,3,0,2013,1,2,4731
1,1087,3,0,2013,1,2,5839
1,1086,3,0,2013,1,2,9308
1,1085,3,0,2013,1,2,7323
1,1084,3,0,2013,1,2,5296
1,1083,3,0,2013,1,2,3541
1,1082,3,0,2013,1,2,7367
1,1080,3,0,2013,1,2,12755
1,1079,3,0,2013,1,2,7566
1,1078,3,0,2013,1,2,4231
1,1077,3,0,2013,1,2,4704
1,1076,3,0,2013,1,2,3459
1,1075,3,0,2013,1,2,12956
1,1074,3,0,2013,1,2,3260
1,1073,3,0,2013,1,2,6613
1,1072,3,0,2013,1,2,6443
1,1071,3,0,2013,1,2,6019
1,1070,3,0,2013,1,2,6375
1,1069,3,0,2013,1,2,5685
1,1068,3,0,2013,1,2,3185
1,1067,3,0,2013,1,2,5474
1,1066,3,0,2013,1,2,10939
1,1065,3,0,2013,1,2,5012
1,1064,3,0,2013,1,2,8964
1,1063,3,0,2013,1,2,3500
1,1062,3,0,2013,1,2,6096
1,1061,3,0,2013,1,2,5866
1,1060,3,0,2013,1,2,6650
1,1059,3,0,2013,1,2,7222
1,1058,3,0,2013,1,2,5742
1,1057,3,0,2013,1,2,4569
1,1056,3,0,2013,1,2,2267
1,1055,3,0,2013,1,2,7397
1,1054,3,0,2013,1,2,5755
1,1053,3,0,2013,1,2,7750
1,1052,3,0,2013,1,2,7238
1,1051,3,0,2013,1,2,4834
1,1050,3,0,2013,1,2,6350
1,1049,3,0,2013,1,2,3633
1,1048,3,0,2013,1,2,5125
1,1047,3,0,2013,1,2,3927
1,1046,3,0,2013,1,2,6832
1,1045,3,0,2013,1,2,8282
1,1044,3,0,2013,1,2,6413
1,1043,3,0,2013,1,2,9703
1,1042,3,0,2013,1,2,3628
1,1041,3,0,2013,1,2,5593
1,1040,3,0,2013,1,2,8032
1,1039,3,0,2013,1,2,7069
1,1038,3,0,2013,1,2,5653
1,1037,3,0,2013,1,2,6357
1,1036,3,0,2013,1,2,4967
1,1035,3,0,2013,1,2,4564
1,1034,3,0,2013,1,2,6026
1,1033,3,0,2013,1,2,13811
1,1032,3,0,2013,1,2,9977
1,1031,3,0,2013,1,2,4392
1,1030,3,0,2013,1,2,3232
1,1029,3,0,2013,1,2,4272
1,1028,3,0,2013,1,2,3529
1,1027,3,0,2013,1,2,9515
1,1026,3,0,2013,1,2,8320
1,1025,3,0,2013,1,2,6676
1,1024,3,0,2013,1,2,5123
1,1023,3,0,2013,1,2,4937
1,1022,3,0,2013,1,2,5584
1,1021,3,0,2013,1,2,8903
1,1020,3,0,2013,1,2,9680
1,1019,3,0,2013,1,2,5918
1,1018,3,0,2013,1,2,11498
1,1017,3,0,2013,1,2,7046
1,1016,3,0,2013,1,2,4330
1,1015,3,0,2013,1,2,5573
1,1014,3,0,2013,1,2,12407
1,1013,3,0,2013,1,2,3897
1,1012,3,0,2013,1,2,3922
1,1011,3,0,2013,1,2,7049
1,1010,3,0,2013,1,2,6940
1,1009,3,0,2013,1,2,4359
1,1008,3,0,2013,1,2,4344
1,1007,3,0,2013,1,2,5810
1,1006,3,0,2013,1,2,5590
1,1005,3,0,2013,1,2,6528
1,1004,3,0,2013,1,2,4366
1,1003,3,0,2013,1,2,7916
1,1002,3,0,2013,1,2,4867
1,1001,3,0,2013,1,2,4224
1,1000,3,0,2013,1,2,7930
1,999,3,0,2013,1,2,5867
1,998,3,0,2013,1,2,4041
1,997,3,0,2013,1,2,4213
1,996,3,0,2013,1,2,4436
1,995,3,0,2013,1,2,7519
1,994,3,0,2013,1,2,3381
1,993,3,0,2013,1,2,7843
1,992,3,0,2013,1,2,5485
1,991,3,0,2013,1,2,6681
1,990,3,0,2013,1,2,5421
1,989,3,0,2013,1,2,4048
1,988,3,0,2013,1,2,4992
1,987,3,0,2013,1,2,7083
1,986,3,0,2013,1,2,10937
1,985,3,0,2013,1,2,5851
1,984,3,0,2013,1,2,4916
1,983,3,0,2013,1,2,12003
1,982,3,0,2013,1,2,7320
1,981,3,0,2013,1,2,6002
1,980,3,0,2013,1,2,6983
1,979,3,0,2013,1,2,3755
1,978,3,0,2013,1,2,7595
1,977,3,0,2013,1,2,3021
1,976,3,0,2013,1,2,6670
1,975,3,0,2013,1,2,7251
1,974,3,0,2013,1,2,11397
1,973,3,0,2013,1,2,3830
1,972,3,0,2013,1,2,2947
1,971,3,0,2013,1,2,7702
1,970,3,0,2013,1,2,3240
1,969,3,0,2013,1,2,1949
1,968,3,0,2013,1,2,7031
1,967,3,0,2013,1,2,9898
1,966,3,0,2013,1,2,4662
1,965,3,0,2013,1,2,8972
1,964,3,0,2013,1,2,8837
1,963,3,0,2013,1,2,9532
1,962,3,0,2013,1,2,4972
1,961,3,0,2013,1,2,6664
1,960,3,0,2013,1,2,5024
1,959,3,0,2013,1,2,7316
1,958,3,0,2013,1,2,5826
1,957,3,0,2013,1,2,6854
1,956,3,0,2013,1,2,4072
1,955,3,0,2013,1,2,2942
1,954,3,0,2013,1,2,6470
1,953,3,0,2013,1,2,5272
1,952,3,0,2013,1,2,7049
1,951,3,0,2013,1,2,5399
1,950,3,0,2013,1,2,5268
1,949,3,0,2013,1,2,5145
1,948,3,0,2013,1,2,3643
1,947,3,0,2013,1,2,7934
1,946,3,0,2013,1,2,3908
1,945,3,0,2013,1,2,3854
1,944,3,0,2013,1,2,9470
1,943,3,0,2013,1,2,5630
1,942,3,0,2013,1,2,3941
1,941,3,0,2013,1,2,4179
1,940,3,0,2013,1,2,5675
1,939,3,0,2013,1,2,5832
1,938,3,0,2013,1,2,8551
1,937,3,0,2013,1,2,5848
1,936,3,0,2013,1,2,6913
1,935,3,0,2013,1,2,4975
1,934,3,0,2013,1,2,5340
1,933,3,0,2013,1,2,7987
1,932,3,0,2013,1,2,7047
1,931,3,0,2013,1,2,3574
1,930,3,0,2013,1,2,7798
1,929,3,0,2013,1,2,5011
1,928,3,0,2013,1,2,5670
1,927,3,0,2013,1,2,5737
1,926,3,0,2013,1,2,4932
1,925,3,0,2013,1,2,5763
1,924,3,0,2013,1,2,3711
1,923,3,0,2013,1,2,5299
1,922,3,0,2013,1,2,6349
1,921,3,0,2013,1,2,12383
1,920,3,0,2013,1,2,4481
1,919,3,0,2013,1,2,5545
1,918,3,0,2013,1,2,4471
1,917,3,0,2013,1,2,6360
1,916,3,0,2013,1,2,5150
1,915,3,0,2013,1,2,6461
1,914,3,0,2013,1,2,9435
1,913,3,0,2013,1,2,7994
1,912,3,0,2013,1,2,5392
1,911,3,0,2013,1,2,9469
1,910,3,0,2013,1,2,4758
1,909,3,0,2013,1,2,9220
1,908,3,0,2013,1,2,3564
1,907,3,0,2013,1,2,5314
1,906,3,0,2013,1,2,10706
1,905,3,0,2013,1,2,10433
1,904,3,0,2013,1,2,4500
1,903,3,0,2013,1,2,12015
1,902,3,0,2013,1,2,4969
1,901,3,0,2013,1,2,6772
1,900,3,0,2013,1,2,5803
1,899,3,0,2013,1,2,4279
1,898,3,0,2013,1,2,6536
1,897,3,0,2013,1,2,2581
1,896,3,0,2013,1,2,6677
1,895,3,0,2013,1,2,8047
1,894,3,0,2013,1,2,7927
1,893,3,0,2013,1,2,6833
1,892,3,0,2013,1,2,7403
1,891,3,0,2013,1,2,8145
1,890,3,0,2013,1,2,3878
1,889,3,0,2013,1,2,3996
1,888,3,0,2013,1,2,6653
1,887,3,0,2013,1,2,6160
1,886,3,0,2013,1,2,6028
1,885,3,0,2013,1,2,4198
1,884,3,0,2013,1,2,4796
1,883,3,0,2013,1,2,5323
1,882,3,0,2013,1,2,10037
1,881,3,0,2013,1,2,4011
1,880,3,0,2013,1,2,6735
1,879,3,0,2013,1,2,3077
1,878,3,0,2013,1,2,7953
1,877,3,0,2013,1,2,7170
1,876,3,0,2013,1,2,8596
1,875,3,0,2013,1,2,4658
1,874,3,0,2013,1,2,3806
1,873,3,0,2013,1,2,4084
1,872,3,0,2013,1,2,6810
1,871,3,0,2013,1,2,4850
1,870,3,0,2013,1,2,6858
1,869,3,0,2013,1,2,4952
1,868,3,0,2013,1,2,9741
1,867,3,0,2013,1,2,3815
1,866,3,0,2013,1,2,5285
1,865,3,0,2013,1,2,5448
1,864,3,0,2013,1,2,4147
1,863,3,0,2013,1,2,8279
1,862,3,0,2013,1,2,9073
1,861,3,0,2013,1,2,2320
1,860,3,0,2013,1,2,4379
1,859,3,0,2013,1,2,8222
1,858,3,0,2013,1,2,4471
1,857,3,0,2013,1,2,7359
1,856,3,0,2013,1,2,7073
1,855,3,0,2013,1,2,4984
1,854,3,0,2013,1,2,5562
1,853,3,0,2013,1,2,9796
1,852,3,0,2013,1,2,4586
1,851,3,0,2013,1,2,4959
1,850,3,0,2013,1,2,4612
1,849,3,0,2013,1,2,7102
1,848,3,0,2013,1,2,5048
1,847,3,0,2013,1,2,7011
1,846,3,0,2013,1,2,6954
1,845,3,0,2013,1,2,3224
1,844,3,0,2013,1,2,3977
1,843,3,0,2013,1,2,9877
1,842,3,0,2013,1,2,20355
1,841,3,0,2013,1,2,3038
1,840,3,0,2013,1,2,7654
1,839,3,0,2013,1,2,5282
1,838,3,0,2013,1,2,6674
1,837,3,0,2013,1,2,2300
1,836,3,0,2013,1,2,5875
1,835,3,0,2013,1,2,5008
1,834,3,0,2013,1,2,6609
1,833,3,0,2013,1,2,4974
1,832,3,0,2013,1,2,5658
1,831,3,0,2013,1,2,11443
1,830,3,0,2013,1,2,4926
1,829,3,0,2013,1,2,5397
1,828,3,0,2013,1,2,4767
1,827,3,0,2013,1,2,12086
1,826,3,0,2013,1,2,7910
1,825,3,0,2013,1,2,3842
1,824,3,0,2013,1,2,5264
1,823,3,0,2013,1,2,5105
1,822,3,0,2013,1,2,7988
1,821,3,0,2013,1,2,6809
1,820,3,0,2013,1,2,12338
1,819,3,0,2013,1,2,5947
1,818,3,0,2013,1,2,4323
1,817,3,0,2013,1,2,25357
1,816,3,0,2013,1,2,6184
1,815,3,0,2013,1,2,9852
1,814,3,0,2013,1,2,7405
1,813,3,0,2013,1,2,5191
1,812,3,0,2013,1,2,6269
1,811,3,0,2013,1,2,4607
1,810,3,0,2013,1,2,4941
1,809,3,0,2013,1,2,8704
1,808,3,0,2013,1,2,5844
1,807,3,0,2013,1,2,9469
1,806,3,0,2013,1,2,6102
1,805,3,0,2013,1,2,6709
1,804,3,0,2013,1,2,4294
1,803,3,0,2013,1,2,5727
1,802,3,0,2013,1,2,5469
1,801,3,0,2013,1,2,4276
1,800,3,0,2013,1,2,5009
1,799,3,0,2013,1,2,9131
1,798,3,0,2013,1,2,7941
1,797,3,0,2013,1,2,3248
1,796,3,0,2013,1,2,5993
1,795,3,0,2013,1,2,3800
1,794,3,0,2013,1,2,2991
1,793,3,0,2013,1,2,3473
1,792,3,0,2013,1,2,6753
1,791,3,0,2013,1,2,5806
1,790,3,0,2013,1,2,6676
1,789,3,0,2013,1,2,3219
1,788,3,0,2013,1,2,17934
1,787,3,0,2013,1,2,9908
1,786,3,0,2013,1,2,2910
1,785,3,0,2013,1,2,3418
1,784,3,0,2013,1,2,7785
1,783,3,0,2013,1,2,6116
1,782,3,0,2013,1,2,3594
1,781,3,0,2013,1,2,4134
1,780,3,0,2013,1,2,6272
1,779,3,0,2013,1,2,6884
1,778,3,0,2013,1,2,5845
1,777,3,0,2013,1,2,2739
1,776,3,0,2013,1,2,4303
1,775,3,0,2013,1,2,6813
1,774,3,0,2013,1,2,5508
1,773,3,0,2013,1,2,5955
1,772,3,0,2013,1,2,3081
1,771,3,0,2013,1,2,7211
1,770,3,0,2013,1,2,6299
1,769,3,0,2013,1,2,7276
1,768,3,0,2013,1,2,11803
1,767,3,0,2013,1,2,6087
1,766,3,0,2013,1,2,4891
1,765,3,0,2013,1,2,8020
1,764,3,0,2013,1,2,2516
1,763,3,0,2013,1,2,5006
1,761,3,0,2013,1,2,9258
1,760,3,0,2013,1,2,8412
1,759,3,0,2013,1,2,6082
1,758,3,0,2013,1,2,5028
1,757,3,0,2013,1,2,5127
1,756,3,0,2013,1,2,14883
1,755,3,0,2013,1,2,10285
1,754,3,0,2013,1,2,8868
1,753,3,0,2013,1,2,7956
1,752,3,0,2013,1,2,5377
1,751,3,0,2013,1,2,3921
1,750,3,0,2013,1,2,3495
1,749,3,0,2013,1,2,5350
1,748,3,0,2013,1,2,4036
1,747,3,0,2013,1,2,6767
1,746,3,0,2013,1,2,4558
1,745,3,0,2013,1,2,7363
1,744,3,0,2013,1,2,7167
1,743,3,0,2013,1,2,3106
1,742,3,0,2013,1,2,6826
1,741,3,0,2013,1,2,6155
1,740,3,0,2013,1,2,4954
1,739,3,0,2013,1,2,7813
1,738,3,0,2013,1,2,7180
1,737,3,0,2013,1,2,5806
1,736,3,0,2013,1,2,4495
1,735,3,0,2013,1,2,4689
1,734,3,0,2013,1,2,7550
1,733,3,0,2013,1,2,12477
1,732,3,0,2013,1,2,5699
1,731,3,0,2013,1,2,9100
1,730,3,0,2013,1,2,10162
1,729,3,0,2013,1,2,9442
1,728,3,0,2013,1,2,4400
1,727,3,0,2013,1,2,4166
1,726,3,0,2013,1,2,10306
1,725,3,0,2013,1,2,5252
1,724,3,0,2013,1,2,6376
1,723,3,0,2013,1,2,4461
1,722,3,0,2013,1,2,9874
1,721,3,0,2013,1,2,6353
1,720,3,0,2013,1,2,7141
1,719,3,0,2013,1,2,5476
1,718,3,0,2013,1,2,7855
1,717,3,0,2013,1,2,3079
1,716,3,0,2013,1,2,4894
1,715,3,0,2013,1,2,6030
1,714,3,0,2013,1,2,3099
1,713,3,0,2013,1,2,12031
1,712,3,0,2013,1,2,6377
1,711,3,0,2013,1,2,4688
1,710,3,0,2013,1,2,3569
1,709,3,0,2013,1,2,8263
1,708,3,0,2013,1,2,1942
1,707,3,0,2013,1,2,8439
1,706,3,0,2013,1,2,5072
1,705,3,0,2013,1,2,7200
1,704,3,0,2013,1,2,9078
1,703,3,0,2013,1,2,3213
1,702,3,0,2013,1,2,4078
1,701,3,0,2013,1,2,4036
1,700,3,0,2013,1,2,3111
1,699,3,0,2013,1,2,7571
1,698,3,0,2013,1,2,15829
1,697,3,0,2013,1,2,8714
1,696,3,0,2013,1,2,6379
1,695,3,0,2013,1,2,4273
1,694,3,0,2013,1,2,6938
1,693,3,0,2013,1,2,4945
1,692,3,0,2013,1,2,6143
1,691,3,0,2013,1,2,6281
1,690,3,0,2013,1,2,5344
1,689,3,0,2013,1,2,6955
1,688,3,0,2013,1,2,3066
1,687,3,0,2013,1,2,6749
1,686,3,0,2013,1,2,5570
1,685,3,0,2013,1,2,6432
1,684,3,0,2013,1,2,6183
1,683,3,0,2013,1,2,9784
1,682,3,0,2013,1,2,10526
1,681,3,0,2013,1,2,3105
1,680,3,0,2013,1,2,5459
1,679,3,0,2013,1,2,9118
1,678,3,0,2013,1,2,5679
1,677,3,0,2013,1,2,6713
1,676,3,0,2013,1,2,2988
1,675,3,0,2013,1,2,3972
1,674,3,0,2013,1,2,7446
1,673,3,0,2013,1,2,4641
1,672,3,0,2013,1,2,9922
1,671,3,0,2013,1,2,4389
1,670,3,0,2013,1,2,6327
1,669,3,0,2013,1,2,3793
1,668,3,0,2013,1,2,8160
1,667,3,0,2013,1,2,7571
1,666,3,0,2013,1,2,5412
1,665,3,0,2013,1,2,7606
1,664,3,0,2013,1,2,4244
1,663,3,0,2013,1,2,3081
1,662,3,0,2013,1,2,6656
1,661,3,0,2013,1,2,7152
1,660,3,0,2013,1,2,3906
1,659,3,0,2013,1,2,5304
1,658,3,0,2013,1,2,6326
1,657,3,0,2013,1,2,5279
1,656,3,0,2013,1,2,2167
1,655,3,0,2013,1,2,4578
1,654,3,0,2013,1,2,6018
1,653,3,0,2013,1,2,5241
1,652,3,0,2013,1,2,5250
1,651,3,0,2013,1,2,7692
1,650,3,0,2013,1,2,6489
1,649,3,0,2013,1,2,3687
1,648,3,0,2013,1,2,5193
